ID,Description,ObjCount,ObjAttr,OORel,OARel,Difficulty,SceneScope
429,"An L-shaped white desk fills the corner with three large screens perched on three monitor stands, each linked to a high-end PC tower on the floor next to the desk. A black leather chair faces the desk, while a neon green gaming headset rests on the desk with a patterned mousepad lies to the left of a wireless mouse. Mounted above, a colorful abstract painting overlooks the setup, and a potted fern crowns a tall bookshelf placed next to the door. A single adjustable lamp casts warm light near the window.","eq,1,desk; eq,3,monitor; eq,3,monitor_stand; eq,1,pc_tower; eq,1,chair; eq,1,gaming_headset; eq,1,mousepad; eq,1,mouse; eq,1,painting; eq,1,fern; eq,1,bookshelf; eq,1,lamp","eq,1,desk,white; eq,1,desk,l_shaped; eq,3,monitor,large; eq,1,pc_tower,high_end; eq,1,chair,black; eq,1,chair,leather; eq,1,gaming_headset,neon_green; eq,1,mousepad,patterned; eq,1,mouse,wireless; eq,1,painting,colorful; eq,1,painting,abstract; eq,1,fern,potted; eq,1,bookshelf,tall; eq,1,lamp,adjustable","eq,3,on,0,monitor_stand,monitor; eq,3,on,0,desk,monitor_stand; eq,1,next,0,desk,pc_tower; eq,1,face,0,desk,chair; eq,1,on,0,desk,gaming_headset; eq,1,on,0,desk,mousepad; eq,1,on,0,desk,mouse; eq,1,left,0,mouse,mousepad; eq,1,above,0,desk,painting; eq,1,on,0,bookshelf,fern","eq,1,corner,desk,room; eq,1,on,painting,wall; eq,1,next,bookshelf,door; eq,1,near,lamp,window",hard,single_room
430,"A sleek black gaming desk sits against the wall under a rectangular window, supporting a gray PC tower, a 27-inch monitor, and a backlit RGB keyboard. A red racing-style chair faces the monitor while a pair of white speakers flank the desk. A neon blue headset rests on a wooden side table next to the desk beside a large navy area rug. A lime green beanbag lies near the door, and a mini fridge in matte black keeps drinks chilled.","eq,1,gaming_desk; eq,1,pc_tower; eq,1,monitor; eq,1,keyboard; eq,1,chair; eq,2,speaker; eq,1,side_table; eq,1,headset; eq,1,rug; eq,1,beanbag; eq,1,mini_fridge","eq,1,gaming_desk,sleek; eq,1,gaming_desk,black; eq,1,pc_tower,gray; eq,1,monitor,27_inch; eq,1,keyboard,backlit; eq,1,keyboard,rgb; eq,1,chair,red; eq,1,chair,racing_style; eq,2,speaker,white; eq,1,side_table,wooden; eq,1,headset,neon_blue; eq,1,rug,navy; eq,1,rug,large; eq,1,beanbag,lime_green; eq,1,mini_fridge,matte_black","eq,1,on,0,gaming_desk,pc_tower; eq,1,on,0,gaming_desk,monitor; eq,1,on,0,gaming_desk,keyboard; eq,1,facing,0,monitor,chair; eq,1,left,0,gaming_desk,speaker; eq,1,right,0,gaming_desk,speaker; eq,1,next,0,gaming_desk,side_table; eq,1,on,0,side_table,headset; eq,1,beside,0,side_table,rug","eq,1,against,gaming_desk,wall; eq,1,under,gaming_desk,window; eq,1,near,beanbag,door",hard,single_room
431,"An L-shaped gray sectional sofa occupies one corner of the room, facing a 65-inch curved TV mounted above a sleek black soundbar on the wall. A rectangular glass coffee table holds two wireless game controllers and three colorful game cases. Two navy floor cushions sit on long sides of the coffee table. Near the door, a wooden snack counter holds three clear jars of snacks and a small potted plant. A patterned area rug sits in front of the door.","eq,1,sofa; eq,1,TV; eq,1,soundbar; eq,1,coffee_table; eq,2,game_controller; eq,3,game_case; eq,2,floor_cushion; eq,1,snack_counter; eq,3,jar_of_snacks; eq,1,potted_plant; eq,1,rug","eq,1,sofa,L_shaped; eq,1,sofa,gray; eq,1,TV,65_inch; eq,1,TV,curved; eq,1,soundbar,black; eq,1,soundbar,sleek; eq,1,coffee_table,rectangular; eq,1,coffee_table,glass; eq,2,game_controller,wireless; eq,3,game_case,colorful; eq,2,floor_cushion,navy; eq,1,snack_counter,wooden; eq,3,jar_of_snacks,clear; eq,1,potted_plant,small; eq,1,rug,patterned; eq,1,sofa,sectional","eq,1,facing,0,TV,sofa; eq,1,above,0,soundbar,TV; eq,2,on,0,coffee_table,game_controller; eq,3,on,0,coffee_table,game_case; eq,2,long_side,0,coffee_table,floor_cushion; eq,3,on,0,snack_counter,jar_of_snacks; eq,1,on,0,snack_counter,potted_plant","eq,1,corner,sofa,room; eq,1,on,TV,wall; eq,1,on,soundbar,wall; eq,1,near,snack_counter,door; eq,1,front,rug,door",hard,single_room
432,"A white desk stands in front of a wide window, supporting a 24-inch monitor, an LED ring light, and a black condenser microphone. A purple gaming chair faces the desk, and a tower PC rests on the floor to the right. Two small studio speakers flank the monitor, and a rainbow-trimmed desk pad sits below to a wireless mouse and a compact RGB keyboard. A camera on its own tripod is positioned near the door.","eq,1,desk; eq,1,monitor; eq,1,ring_light; eq,1,microphone; eq,1,chair; eq,1,pc_tower; eq,2,speaker; eq,1,desk_pad; eq,1,mouse; eq,1,keyboard; eq,1,camera; eq,1,tripod","eq,1,desk,white; eq,1,monitor,24_inch; eq,1,ring_light,LED; eq,1,microphone,black; eq,1,microphone,condenser; eq,1,chair,purple; eq,1,chair,gaming; eq,2,speaker,small; eq,2,speaker,studio; eq,1,desk_pad,rainbow_trimmed; eq,1,mouse,wireless; eq,1,keyboard,compact; eq,1,keyboard,RGB","eq,1,on,0,desk,monitor; eq,1,on,0,desk,ring_light; eq,1,on,0,desk,microphone; eq,1,facing,0,desk,chair; eq,1,right,0,desk,pc_tower; eq,1,left,0,monitor,speaker; eq,1,right,0,monitor,speaker; eq,1,on,0,desk,desk_pad; eq,1,on,0,desk_pad,mouse; eq,1,on,0,desk_pad,keyboard; eq,1,on,0,tripod,camera","eq,1,front,desk,window; eq,1,near,tripod,door",hard,single_room
433,"A solid oak table is surrounded by six mid-century modern chairs, its green felt surface hosting a wooden dice tower and a deck of cards. On the table, a ceramic mug and a blue scorepad sit beside a digital timer. A tall walnut bookshelf stands near a small window, displaying five board game boxes and a metal card holder. A charcoal beanbag rests adjacent to the door with a striped rug underneath.","eq,1,table; eq,6,chair; eq,1,dice_tower; eq,1,deck_of_cards; eq,1,mug; eq,1,scorepad; eq,1,timer; eq,1,bookshelf; eq,5,board_game_box; eq,1,card_holder; eq,1,beanbag; eq,1,rug","eq,1,table,solid; eq,1,table,oak; eq,6,chair,mid_century_modern; eq,1,dice_tower,wooden; eq,1,mug,ceramic; eq,1,scorepad,blue; eq,1,timer,digital; eq,1,bookshelf,tall; eq,1,bookshelf,walnut; eq,1,beanbag,charcoal; eq,1,rug,striped; eq,1,table,green_felt_surface; eq,1,card_holder,metal","eq,1,surround,0,table,chair:0,chair:1,chair:2,chair:3,chair:4,chair:5; eq,1,on,0,table,dice_tower; eq,1,on,0,table,deck_of_cards; eq,1,on,0,table,mug; eq,1,on,0,table,scorepad; eq,1,on,0,table,timer; eq,1,beside,0,mug,timer; eq,1,beside,0,scorepad,timer; eq,5,within,0,bookshelf,board_game_box; eq,1,within,0,bookshelf,card_holder; eq,1,under,0,beanbag,rug","eq,1,near,bookshelf,window; eq,1,adjacent,beanbag,door",hard,single_room
434,"In this VR studio, a white VR treadmill occupies the center, supported by a black anti-slip mat. Four black motion sensor units are mounted on the ceiling, and a VR headset rests on a minimalist console table against the wall. A sleek gaming desk under a square window holds a compact PC and a wireless controller. A long backlit cable management tray is mounted on a wall, and a folding red stool stands near the door.","eq,1,vr_treadmill; eq,1,anti_slip_mat; eq,4,motion_sensor_unit; eq,1,vr_headset; eq,1,console_table; eq,1,gaming_desk; eq,1,pc; eq,1,controller; eq,1,cable_management_tray; eq,1,stool","eq,1,vr_treadmill,white; eq,1,anti_slip_mat,black; eq,4,motion_sensor_unit,black; eq,1,console_table,minimalist; eq,1,gaming_desk,sleek; eq,1,pc,compact; eq,1,controller,wireless; eq,1,cable_management_tray,long; eq,1,cable_management_tray,backlit; eq,1,stool,folding; eq,1,stool,red","eq,1,under,0,vr_treadmill,anti_slip_mat; eq,1,on,0,console_table,vr_headset; eq,1,on,0,gaming_desk,pc; eq,1,on,0,gaming_desk,controller","eq,1,center,vr_treadmill,room; eq,4,mount,motion_sensor_unit,ceiling; eq,1,against,console_table,wall; eq,1,under,gaming_desk,window; eq,1,on,cable_management_tray,wall; eq,1,near,stool,door",hard,single_room
435,"A spacious kitchen centers on a navy blue rolling island with a butcher block top, flanked by two white metal bar stools on its long side. Opposite the island, a stainless steel refrigerator stands next to a tall pantry cabinet. On the island surface, a black drip coffee maker and a red toaster sit side by side, while a wooden cutting board holds a knife block on top. A stainless steel blender occupies the corner adjacent to the door. There is a wooden dining table with two oak chairs placed under the window with a ceramic fruit bowl on top.","eq,1,island; eq,2,bar_stool; eq,1,refrigerator; eq,1,pantry_cabinet; eq,1,drip_coffee_maker; eq,1,toaster; eq,1,cutting_board; eq,1,knife_block; eq,1,blender; eq,1,dining_table; eq,2,chair; eq,1,fruit_bowl","eq,1,island,navy_blue; eq,1,island,rolling; eq,1,island,butcher_block_top; eq,2,bar_stool,white; eq,2,bar_stool,metal; eq,1,refrigerator,stainless_steel; eq,1,pantry_cabinet,tall; eq,1,drip_coffee_maker,black; eq,1,toaster,red; eq,1,cutting_board,wooden; eq,1,blender,stainless_steel; eq,1,dining_table,wooden; eq,2,chair,oak; eq,1,fruit_bowl,ceramic","eq,2,long_side,0,island,bar_stool; eq,1,opposite,0,island,refrigerator; eq,1,next,0,refrigerator,pantry_cabinet; eq,1,on,0,island,drip_coffee_maker; eq,1,on,0,island,toaster; eq,1,next,0,drip_coffee_maker,toaster; eq,1,on,0,cutting_board,knife_block; eq,2,next,0,dining_table,chair; eq,1,on,0,dining_table,fruit_bowl; eq,1,on,0,island,cutting_board","eq,1,center,island,room; eq,1,adjacent,blender,door; eq,2,under,chair,window",hard,single_room
436,"Sunlight streams through a sliding glass door onto a wooden kitchen table surrounded by four wooden chairs on the long sides. A metal rolling cart stands beside the table, holding a ceramic kettle and a butter dish. On the tabletop, a white plate holds a single apple, with a jar of honey placed next to it. Against the opposite wall, a counter supports a microwave oven beneath a hanging pan rack. Nearby the door, a wooden spice box sits beside the microwave with a jar of cinnamon on top.","eq,1,table; eq,4,chair; eq,1,cart; eq,1,kettle; eq,1,butter_dish; eq,1,plate; eq,1,apple; eq,1,jar_honey; eq,1,counter; eq,1,microwave_oven; eq,1,pan_rack; eq,1,spice_box; eq,1,jar_cinnamon","eq,1,table,wooden; eq,4,chair,wooden; eq,1,cart,metal; eq,1,cart,rolling; eq,1,kettle,ceramic; eq,1,plate,white; eq,1,pan_rack,hanging; eq,1,spice_box,wooden","eq,4,long_side,0,table,chair; eq,1,beside,0,table,cart; eq,1,on,0,cart,kettle; eq,1,on,0,cart,butter_dish; eq,1,on,0,table,plate; eq,1,on,0,plate,apple; eq,1,next,0,plate,jar_honey; eq,1,on,0,counter,microwave_oven; eq,1,under,0,pan_rack,microwave_oven; eq,1,beside,0,microwave_oven,spice_box; eq,1,on,0,spice_box,jar_cinnamon; eq,1,on,0,table,jar_honey; eq,1,opposite,0,table,counter","eq,1,against,counter,wall; eq,1,near,spice_box,door",hard,single_room
437,"A bright kitchen features a cherrywood sideboard along the door wall topped with a copper stand mixer and a glass flour canister. Two rattan stools sit next to a marble breakfast bar island that has a knife block secured at the center. Beside the window, a rack supports two white ceramic mugs. A retro yellow toaster sits on the island near the rack, and a stainless steel paper towel holder stands near the knife block.","eq,1,sideboard; eq,2,stool; eq,1,island; eq,1,rack; eq,1,stand_mixer; eq,1,flour_canister; eq,1,knife_block; eq,2,mug; eq,1,toaster; eq,1,paper_towel_holder","eq,1,sideboard,cherrywood; eq,2,stool,rattan; eq,1,island,marble; eq,1,island,breakfast_bar; eq,1,stand_mixer,copper; eq,1,flour_canister,glass; eq,2,mug,white; eq,2,mug,ceramic; eq,1,toaster,yellow; eq,1,toaster,retro; eq,1,paper_towel_holder,stainless_steel","eq,1,on,0,sideboard,stand_mixer; eq,1,on,0,sideboard,flour_canister; eq,2,next,0,island,stool; eq,1,on,0,island,knife_block; eq,2,on,0,rack,mug; eq,1,on,0,island,toaster; eq,1,near,0,knife_block,paper_towel_holder; eq,1,center,0,island,knife_block; eq,1,near,0,rack,toaster","eq,1,along,sideboard,wall; eq,1,near,rack,window; eq,1,next,sideboard,wall",hard,single_room
438,"Under a skylight near the door, a farmhouse-style wooden dining table sits with two Windsor chairs and a brown bench. A black cast-iron pendant light hangs centered above the table, illuminating a ceramic herb planter with rosemary. To the side, a stainless steel trash bin stands next to a mobile prep cart topped with a green cutting mat. On the far wall, a cherry-red stand mixer rests on a freestanding mixer cabinet with a loaf of bread. A vintage kettle and a glass oil decanter perch beside the mixer cabinet.","eq,1,dining_table; eq,2,chair; eq,1,bench; eq,1,pendant_light; eq,1,herb_planter; eq,1,trash_bin; eq,1,prep_cart; eq,1,cutting_mat; eq,1,stand_mixer; eq,1,mixer_cabinet; eq,1,loaf_of_bread; eq,1,kettle; eq,1,oil_decanter","eq,1,dining_table,farmhouse_style; eq,1,dining_table,wooden; eq,2,chair,windsor; eq,1,bench,brown; eq,1,pendant_light,black; eq,1,pendant_light,cast_iron; eq,1,herb_planter,ceramic; eq,1,herb_planter,with_rosemary; eq,1,trash_bin,stainless_steel; eq,1,prep_cart,mobile; eq,1,cutting_mat,green; eq,1,stand_mixer,cherry_red; eq,1,mixer_cabinet,freestanding; eq,1,kettle,vintage; eq,1,oil_decanter,glass","eq,2,next,0,dining_table,chair; eq,1,next,0,dining_table,bench; eq,1,above,0,dining_table,pendant_light; eq,1,on,0,dining_table,herb_planter; eq,1,next,0,prep_cart,trash_bin; eq,1,on,0,prep_cart,cutting_mat; eq,1,on,0,mixer_cabinet,stand_mixer; eq,1,on,0,mixer_cabinet,loaf_of_bread; eq,1,beside,0,mixer_cabinet,kettle; eq,1,beside,0,mixer_cabinet,oil_decanter; eq,1,beside,0,dining_table,trash_bin","eq,1,near,dining_table,door; eq,1,against,mixer_cabinet,wall; eq,1,hang,pendant_light,ceiling",hard,single_room
439,"A mobile white island with an integrated sink rests in the center of the kitchen, its black wheels visible under the base. On the island surface, a green enamel kettle, two copper pots, and three ceramic mugs are placed next to a stainless steel bowl. A stainless steel fridge stands next to the door, with a black rolling cart beside it holding two spice jars, one olive oil bottle, and one vinegar bottle. A wooden barstool is positioned along the long side of the island near a large window. A toaster and a plate filled with two apples occupy a counter by the window, while a stainless steel dishwasher sits next to the fridge.","eq,1,island; eq,1,kettle; eq,2,pot; eq,3,mug; eq,1,bowl; eq,1,fridge; eq,1,rolling_cart; eq,2,spice_jar; eq,1,olive_oil_bottle; eq,1,vinegar_bottle; eq,1,barstool; eq,1,toaster; eq,1,plate; eq,2,apple; eq,1,dishwasher; eq,1,counter","eq,1,island,white; eq,1,island,mobile; eq,1,island,integrated_sink; eq,1,kettle,green; eq,1,kettle,enamel; eq,2,pot,copper; eq,3,mug,ceramic; eq,1,bowl,stainless_steel; eq,1,fridge,stainless_steel; eq,1,rolling_cart,black; eq,1,barstool,wooden; eq,1,dishwasher,stainless_steel; eq,1,island,black_wheels","eq,1,on,0,island,kettle; eq,2,on,0,island,pot; eq,3,on,0,island,mug; eq,1,on,0,island,bowl; eq,3,next,0,bowl,mug; eq,1,next,0,fridge,rolling_cart; eq,2,inside,0,rolling_cart,spice_jar; eq,1,inside,0,rolling_cart,olive_oil_bottle; eq,1,inside,0,rolling_cart,vinegar_bottle; eq,1,long_side,0,island,barstool; eq,2,on,0,plate,apple; eq,1,next,0,fridge,dishwasher; eq,1,next,0,bowl,kettle; eq,2,next,0,bowl,pot; eq,1,on,0,counter,toaster; eq,1,on,0,counter,plate","eq,1,center,island,kitchen; eq,1,next,fridge,door; eq,1,near,barstool,window; eq,1,by,counter,window",hard,single_room
440,"A metal island with a marble top occupies the center, and four high stools line its long sides. Above a freestanding pantry cabinet, a stainless steel oven and matching microwave sit next to each other. On the island surface rests a red stand mixer, a wooden cutting board topped by a loaf of bread, and two ceramic bowls. Nearby, a glass jar of sugar, a small potted herb, and a cookbook sit on wooden table. A stainless steel toaster and a wooden knife block stand beside the microwave, and two wine bottles sits on the floor near the door.","eq,1,island; eq,4,stool; eq,1,pantry_cabinet; eq,1,oven; eq,1,microwave; eq,1,stand_mixer; eq,1,cutting_board; eq,1,loaf_of_bread; eq,2,bowl; eq,1,jar_of_sugar; eq,1,potted_herb; eq,1,cookbook; eq,1,table; eq,1,toaster; eq,1,knife_block; eq,2,wine_bottle","eq,1,island,metal; eq,1,island,marble_top; eq,4,stool,high; eq,1,pantry_cabinet,freestanding; eq,1,oven,stainless_steel; eq,1,microwave,stainless_steel; eq,1,stand_mixer,red; eq,1,cutting_board,wooden; eq,2,bowl,ceramic; eq,1,jar_of_sugar,glass; eq,1,potted_herb,small; eq,1,table,wooden; eq,1,toaster,stainless_steel; eq,1,knife_block,wooden","eq,1,on,0,island,stand_mixer; eq,1,on,0,island,cutting_board; eq,2,on,0,island,bowl; eq,1,on,0,cutting_board,loaf_of_bread; eq,1,on,0,table,jar_of_sugar; eq,1,on,0,table,potted_herb; eq,1,on,0,table,cookbook; eq,1,next,0,microwave,toaster; eq,1,next,0,microwave,knife_block; eq,4,long_side,0,island,stool; eq,1,above,0,pantry_cabinet,oven; eq,1,above,0,pantry_cabinet,microwave; eq,1,next,0,oven,microwave","eq,1,center,island,kitchen; eq,2,near,wine_bottle,door",hard,single_room
441,"A rustic oak island with a white marble top anchors the room, flanked by two wicker stools on its short sides. On the marble surface, a glass container holds three green pears and one red apple, while two blue ceramic mugs sit beside a stainless steel French press. A copper tea kettle and a cast iron skillet rest next to a wooden chopping board on a table. A tray on the table holds four glass spice jars, one small potted basil, and one recipe book. Beneath a window, the farmhouse sink cabinet supports a towel with two plates and one wine glass on top. A white porcelain pitcher is placed on a wooden side table beside the door.","eq,1,island; eq,2,stool; eq,1,container; eq,3,pear; eq,1,apple; eq,2,mug; eq,1,French_press; eq,1,tea_kettle; eq,1,skillet; eq,1,chopping_board; eq,1,table; eq,1,tray; eq,4,spice_jar; eq,1,potted_basil; eq,1,recipe_book; eq,1,sink_cabinet; eq,1,towel; eq,2,plate; eq,1,wine_glass; eq,1,side_table; eq,1,pitcher","eq,1,island,rustic; eq,1,island,oak; eq,1,island,white_marble_top; eq,2,stool,wicker; eq,1,container,glass; eq,3,pear,green; eq,1,apple,red; eq,2,mug,blue; eq,2,mug,ceramic; eq,1,French_press,stainless_steel; eq,1,tea_kettle,copper; eq,1,skillet,cast_iron; eq,1,chopping_board,wooden; eq,1,table,wooden; eq,4,spice_jar,glass; eq,1,potted_basil,small; eq,1,sink_cabinet,farmhouse; eq,1,side_table,wooden; eq,1,pitcher,white; eq,1,pitcher,porcelain","eq,2,short_side,0,island,stool; eq,1,on,0,island,container; eq,2,on,0,island,mug; eq,1,on,0,island,French_press; eq,3,inside,0,container,pear; eq,1,inside,0,container,apple; eq,2,beside,0,French_press,mug; eq,1,on,0,table,tea_kettle; eq,1,on,0,table,skillet; eq,1,on,0,table,chopping_board; eq,1,next,0,chopping_board,tea_kettle; eq,1,next,0,chopping_board,skillet; eq,1,on,0,table,tray; eq,4,inside,0,tray,spice_jar; eq,1,inside,0,tray,potted_basil; eq,1,inside,0,tray,recipe_book; eq,1,on,0,sink_cabinet,towel; eq,2,on,0,towel,plate; eq,1,on,0,towel,wine_glass; eq,1,on,0,side_table,pitcher","eq,1,center,island,kitchen; eq,1,under,sink_cabinet,window; eq,1,next,side_table,door",hard,single_room
442,"A matte black refrigerator stands next to the door, flanked by a stainless steel dishwasher and a tall white pantry. In front of a large window, a slim wooden table holds a silver tray with one teapot, one sugar bowl, and two porcelain cups. A single black barstool is placed on the side of the table. Opposite, a portable induction cooktop rests on a small wheeled cart that also carries one metal mixing bowl and one measuring cup. A blue cutting board with a chef knife on top lies on a counter next to the dishwasher. One olive oil bottle and one balsamic vinegar bottle stand on top of the fridge.","eq,1,refrigerator; eq,1,dishwasher; eq,1,pantry; eq,1,table; eq,1,barstool; eq,1,cart; eq,1,tray; eq,1,teapot; eq,1,sugar_bowl; eq,2,cup; eq,1,cooktop; eq,1,mixing_bowl; eq,1,measuring_cup; eq,1,cutting_board; eq,1,chef_knife; eq,1,olive_oil_bottle; eq,1,balsamic_vinegar_bottle; eq,1,counter","eq,1,refrigerator,matte_black; eq,1,dishwasher,stainless_steel; eq,1,pantry,white; eq,1,pantry,tall; eq,1,table,slim; eq,1,table,wooden; eq,1,barstool,black; eq,1,cart,wheeled; eq,1,tray,silver; eq,1,cooktop,portable; eq,1,cooktop,induction; eq,1,mixing_bowl,metal; eq,1,cutting_board,blue; eq,2,cup,porcelain; eq,1,cart,small","eq,1,next,0,refrigerator,dishwasher; eq,1,next,0,refrigerator,pantry; eq,1,on,0,table,tray; eq,1,on,0,tray,teapot; eq,1,on,0,tray,sugar_bowl; eq,2,on,0,tray,cup; eq,1,next,0,table,barstool; eq,1,opposite,0,table,cart; eq,1,on,0,cart,cooktop; eq,1,inside,0,cart,mixing_bowl; eq,1,inside,0,cart,measuring_cup; eq,1,next,0,dishwasher,counter; eq,1,on,0,cutting_board,chef_knife; eq,1,on,0,refrigerator,olive_oil_bottle; eq,1,on,0,refrigerator,balsamic_vinegar_bottle; eq,1,on,0,counter,cutting_board","eq,1,next,refrigerator,door; eq,1,front,table,window",hard,single_room
443,"A solid oak sushi bar rests near a large window, its marble surface illuminated by daylight. Two black leather stools stand on the long side. A sheet of nori lies flat beside a bamboo rolling mat on the marble surface, with a sushi knife positioned next to a wooden spoon. A soy sauce dish and a small wasabi bowl sit on a rectangular plate, with a pair of chopsticks resting on the right. A tiny ginger bowl and a single sake glass occupy the center of the bar.","eq,1,sushi_bar; eq,2,stool; eq,1,nori; eq,1,rolling_mat; eq,1,knife; eq,1,spoon; eq,1,soy_sauce_dish; eq,1,wasabi_bowl; eq,1,plate; eq,2,pair_of_chopsticks; eq,1,ginger_bowl; eq,1,sake_glass","eq,1,sushi_bar,solid_oak; eq,2,stool,black; eq,1,rolling_mat,bamboo; eq,1,knife,sushi; eq,1,spoon,wooden; eq,1,plate,rectangular; eq,1,wasabi_bowl,small; eq,1,ginger_bowl,tiny; eq,1,sushi_bar,marble_surface; eq,1,stool,leather","eq,2,long_side,0,sushi_bar,stool; eq,1,on,0,sushi_bar,rolling_mat; eq,1,beside,0,rolling_mat,nori; eq,1,next,0,knife,spoon; eq,1,on,0,plate,soy_sauce_dish; eq,1,on,0,plate,wasabi_bowl; eq,1,right,0,plate,pair_of_chopsticks; eq,1,center,0,sushi_bar,ginger_bowl; eq,1,center,0,sushi_bar,sake_glass; eq,1,on,0,sushi_bar,nori; eq,1,on,0,sushi_bar,knife; eq,1,on,0,sushi_bar,spoon; eq,1,on,0,sushi_bar,ginger_bowl; eq,1,on,0,sushi_bar,sake_glass","eq,1,near,sushi_bar,window",hard,single_room
444,"A white marble kitchen island with a built-in sink sits beneath a sunlit window, where a portable induction cooktop heats a stainless pot. A colander rests next to the cooktop and a wooden spoon lies on the right. On the island surface a wooden cutting board holds three ripe tomatoes and a chef knife. A mixing bowl sits right of the cutting board, while an olive oil bottle, a salt shaker, and a pepper grinder are further right. A box of pasta and a folded dish towel lie atop a single blue stool positioned near the window.","eq,1,kitchen_island; eq,1,induction_cooktop; eq,1,pot; eq,1,colander; eq,1,spoon; eq,1,cutting_board; eq,3,tomato; eq,1,knife; eq,1,mixing_bowl; eq,1,olive_oil_bottle; eq,1,salt_shaker; eq,1,pepper_grinder; eq,1,box_of_pasta; eq,1,dish_towel; eq,1,stool","eq,1,kitchen_island,white; eq,1,kitchen_island,built_in_sink; eq,1,induction_cooktop,portable; eq,1,pot,stainless; eq,1,spoon,wooden; eq,1,cutting_board,wooden; eq,3,tomato,ripe; eq,1,knife,chef; eq,1,dish_towel,folded; eq,1,stool,blue; eq,1,kitchen_island,marble","eq,1,on,0,kitchen_island,induction_cooktop; eq,1,on,0,induction_cooktop,pot; eq,1,next,0,induction_cooktop,colander; eq,1,right,0,induction_cooktop,spoon; eq,1,on,0,kitchen_island,cutting_board; eq,3,on,0,cutting_board,tomato; eq,1,on,0,cutting_board,knife; eq,1,right,0,cutting_board,mixing_bowl; eq,1,right,0,mixing_bowl,olive_oil_bottle; eq,1,right,0,olive_oil_bottle,salt_shaker; eq,1,right,0,salt_shaker,pepper_grinder; eq,1,on,0,stool,box_of_pasta; eq,1,on,0,stool,dish_towel; eq,1,on,0,kitchen_island,colander; eq,1,on,0,kitchen_island,spoon; eq,1,on,0,kitchen_island,mixing_bowl; eq,1,on,0,kitchen_island,olive_oil_bottle; eq,1,on,0,kitchen_island,salt_shaker; eq,1,on,0,kitchen_island,pepper_grinder","eq,1,beneath,kitchen_island,window; eq,1,near,stool,window",hard,single_room
445,"A compact kitchen table stands against the wall next to the door, holding a silver espresso machine and a matching coffee grinder. A glass jar of coffee beans sits beside a small metal scoop, while a milk pitcher perches close to the machine. A wooden serving tray on the table carries two blue ceramic mugs and a white sugar bowl. On a nearby desk, a small plate holds two fresh croissants and a teaspoon. A green potted herb adds a splash of color near the window.","eq,1,kitchen_table; eq,1,espresso_machine; eq,1,coffee_grinder; eq,1,jar; ge,2,coffee_bean; eq,1,scoop; eq,1,milk_pitcher; eq,1,serving_tray; eq,2,mug; eq,1,sugar_bowl; eq,1,desk; eq,1,plate; eq,2,croissant; eq,1,teaspoon; eq,1,potted_herb","eq,1,kitchen_table,compact; eq,1,espresso_machine,silver; eq,1,coffee_grinder,silver; eq,1,jar,glass; eq,1,scoop,metal; eq,1,scoop,small; eq,1,serving_tray,wooden; eq,2,mug,blue; eq,2,mug,ceramic; eq,1,sugar_bowl,white; eq,1,plate,small; eq,2,croissant,fresh; eq,1,potted_herb,green","eq,1,on,0,kitchen_table,espresso_machine; eq,1,on,0,kitchen_table,coffee_grinder; eq,1,on,0,kitchen_table,jar; ge,2,within,0,jar,coffee_bean; eq,1,beside,0,jar,scoop; eq,1,close_to,0,espresso_machine,milk_pitcher; eq,1,on,0,kitchen_table,serving_tray; eq,2,on,0,serving_tray,mug; eq,1,on,0,serving_tray,sugar_bowl; eq,1,near,0,kitchen_table,desk; eq,1,on,0,desk,plate; eq,2,on,0,plate,croissant; eq,1,on,0,plate,teaspoon","eq,1,against,kitchen_table,wall; eq,1,next,kitchen_table,door; eq,1,near,potted_herb,window",hard,single_room
446,"An oak baking table sits beside a wide window, covered with a large mixing bowl containing an electric hand mixer. Three dough balls rest on the tabletop next to a rolling pin and a small whisk. A brown paper bag and a sugar bowl stand side by side. A cookie sheet lined with parchment paper holds no cookies yet and a digital timer blinks adjacent to it. A single wooden chair is facing the table.","eq,1,baking_table; eq,1,mixing_bowl; eq,1,hand_mixer; eq,3,dough_ball; eq,1,rolling_pin; eq,1,whisk; eq,1,paper_bag; eq,1,sugar_bowl; eq,1,cookie_sheet; eq,1,parchment_paper; eq,1,timer; eq,1,chair; ge,0,cookie","eq,1,baking_table,oak; eq,1,mixing_bowl,large; eq,1,hand_mixer,electric; eq,1,whisk,small; eq,1,paper_bag,brown; eq,1,timer,digital; eq,1,chair,wooden","eq,1,on,0,baking_table,mixing_bowl; eq,1,inside,0,mixing_bowl,hand_mixer; eq,3,on,0,baking_table,dough_ball; eq,3,next,0,dough_ball,rolling_pin; eq,3,next,0,dough_ball,whisk; eq,1,on,0,baking_table,paper_bag; eq,1,on,0,baking_table,sugar_bowl; eq,1,next,0,sugar_bowl,paper_bag; eq,1,on,0,cookie_sheet,parchment_paper; eq,0,on,0,parchment_paper,cookie; eq,1,next,0,cookie_sheet,timer; eq,1,facing,0,baking_table,chair; eq,1,on,0,baking_table,rolling_pin; eq,1,on,0,baking_table,whisk","eq,1,beside,baking_table,window",hard,single_room
